"_id","timestamp","device_id","network_type","network_subtype","network_state"
285,1587799639266,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
286,1587799676605,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
287,1587799775874,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
288,1587799936165,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
289,1587799936361,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
290,1587799937058,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
291,1587800071992,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
292,1587800072124,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
293,1587800072151,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
294,1587800072181,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
295,1587800072193,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
296,1587800072223,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
297,1587810913448,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
298,1587810933014,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
299,1587828233870,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
300,1587828234141,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
301,1587828234154,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
302,1587828234167,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
303,1587828234182,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
304,1587828234214,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
305,1587828244939,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
306,1587828318934,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
307,1587828319128,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
308,1587828319164,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
309,1587828319206,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
310,1587828319250,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
311,1587828319306,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
312,1587828352214,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
313,1587828352259,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
314,1587828352414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
315,1587828352610,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",0
316,1587828353497,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
317,1587828353872,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
318,1587828361636,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
319,1587828361804,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
320,1587828446342,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
321,1587828633392,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",0
322,1587828637728,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",1
323,1587828651807,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
324,1587828670794,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
325,1587828696934,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
326,1587829069874,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
327,1587829092229,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
328,1587829128066,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
329,1587829256067,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
330,1587829339026,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
331,1587829342319,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
332,1587829768528,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
333,1587829914134,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
334,1587829987506,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
335,1587829987588,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
336,1587830005947,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
337,1587830141543,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
338,1587830184459,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
339,1587830186835,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
340,1587830213957,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
341,1587830216870,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
342,1587830263271,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
343,1587830266867,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
344,1587830272991,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
345,1587830287212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
346,1587830302571,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
347,1587830326751,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
348,1587830362591,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
349,1587830428695,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
350,1587830436483,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
351,1587830784686,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
352,1587830797668,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
353,1587831250482,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
354,1587831257223,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
355,1587831289052,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
356,1587831503579,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
357,1587831540646,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
358,1587831540688,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
359,1587831569169,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
360,1587831569211,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3,"GPS",1
361,1587836005551,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
362,1587836005633,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
363,1587837771264,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
364,1587837771522,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
365,1587837772922,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
366,1587840815541,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
367,1587840815645,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
368,1587841789421,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
369,1587841789464,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
370,1587841849515,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
371,1587841849560,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
372,1587842737265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
373,1587842737399,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
374,1587843107579,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
375,1587843107666,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
376,1587843177835,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
377,1587843178993,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
378,1587843184855,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
379,1587843225626,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
380,1587843326419,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
381,1587843772246,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
382,1587843773744,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
383,1587843774508,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
384,1587843774566,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
385,1587843783055,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
386,1587843786395,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
387,1587844982417,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
388,1587844988120,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
389,1587845040609,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
390,1587846082357,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
391,1587846192144,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
392,1587846340104,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
393,1587846340153,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
394,1587850248214,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
395,1587850249339,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
396,1587851951243,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
397,1587851952497,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
398,1587852189121,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
399,1587852837287,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
400,1587852859857,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
401,1587852859941,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
402,1587855917316,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
403,1587855918465,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
404,1587858540648,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
405,1587858540704,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
406,1587860718665,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
407,1587860718686,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
408,1587861891326,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
409,1587861892607,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
410,1587867692056,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
411,1587867693079,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
412,1587867693436,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
413,1587867694514,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
414,1587867694609,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
415,1587872422932,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
416,1587872423036,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
417,1587874184724,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
418,1587874185884,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
419,1587877536915,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
420,1587877537060,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
421,1587879528158,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
422,1587879529298,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
423,1587881871960,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
424,1587881872552,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
425,1587881989505,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
426,1587883311357,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
427,1587883394645,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
428,1587883612293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
429,1587883794597,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
430,1587883910913,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
431,1587884197953,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
432,1587884324143,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
433,1587892379613,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
434,1587892381245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
435,1587897883940,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
436,1587897884967,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
437,1587899899473,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
438,1587900024160,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
439,1587903039924,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
440,1587903041964,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
441,1587903043124,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
442,1587903050284,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
443,1587903651016,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
444,1587906462242,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
445,1587906586931,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
446,1587908227461,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
447,1587908227623,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
448,1587911303158,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
449,1587911303273,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
450,1587912512632,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
451,1587913141376,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
452,1587913905921,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
453,1587916571919,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
454,1587919632908,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
455,1587919634176,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
456,1587924137187,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
457,1587924138374,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
458,1587924514995,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
459,1587924515060,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
460,1587924912978,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
461,1587924913097,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
462,1587924964887,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
463,1587924964976,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
464,1587925717924,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
465,1587925785449,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
466,1587925791085,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
467,1587925791134,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
468,1587925827010,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
469,1587925853606,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
470,1587925967647,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
471,1587925967662,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
472,1587930622713,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
473,1587930622774,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
474,1587931223760,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
475,1587931223828,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
476,1587931749894,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
477,1587931749994,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
478,1587932358625,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
479,1587932358744,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
480,1587935170211,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
481,1587935171355,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
482,1587939175715,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
483,1587939415903,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
484,1587939728778,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
485,1587939729000,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
486,1587944731551,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
487,1587944731676,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
488,1587948088937,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
489,1587948089391,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
490,1587948090113,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
491,1587954581327,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
492,1587954582370,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
493,1587956796201,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
494,1587957501662,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
495,1587957502042,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
496,1587958586485,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
497,1587958715045,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
498,1587959483244,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
499,1587959483338,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
500,1587961751967,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
501,1587961753051,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
502,1587961755614,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
503,1587961882533,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
504,1587962033330,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
505,1587962186289,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
506,1587963478553,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
507,1587963613445,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
508,1587963997823,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
509,1587964141931,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
510,1587964188028,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
511,1587964780414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
512,1587965050310,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
513,1587965175092,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
514,1587965467021,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
515,1587965591138,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
516,1587966691127,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
517,1587966692294,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
518,1587966744045,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
519,1587966931594,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
520,1587967313223,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
521,1587967438384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
522,1587967475645,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
523,1587967835054,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
524,1587968006757,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
525,1587968304536,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
526,1587968582177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
527,1587968750463,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
528,1587968966031,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
529,1587969349875,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
530,1587972497092,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
531,1587972622050,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
532,1587973142215,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
533,1587973143290,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
534,1587974654225,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
535,1587974779418,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
536,1587974976738,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
537,1587977969273,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
538,1587978829396,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
539,1587978956953,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
540,1587979742328,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
541,1587979743488,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
542,1587980599234,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
543,1587980745348,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
544,1587982389754,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
545,1587982968470,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
546,1587985155342,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
547,1587985285950,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
548,1587986362281,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
549,1587989116943,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
550,1587989117121,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
551,1587990161712,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
552,1587991250379,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
553,1587991250655,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
554,1587992580910,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
555,1587992581018,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
556,1587993156092,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",0
557,1587993156232,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
558,1587993160572,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",1
559,1587993179653,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
560,1587999326660,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
561,1587999326689,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
562,1588001268518,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
563,1588001268599,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
564,1588004193548,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
565,1588004193667,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
566,1588004489937,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
567,1588004490160,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
568,1588004839716,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
569,1588004840861,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
570,1588010196195,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
